60.224515,25.021293,1424262308439,6.0
60.223837,25.02256,1424262324439,40.5
60.225454,25.022179,1424262351439,86.420998
60.225251,25.022121,1424262362439,8.0
60.225639,25.023398,1424262394439,90.918999
60.225401,25.023275,1424262430439,47.403
60.225518,25.02357,1424262444439,33.511002
60.225491,25.023202,1424262462439,43.948002
60.225482,25.023099,1424262505439,47.577
60.225458,25.023312,1424262519439,45.0
60.225523,25.024086,1424262530439,8.0
60.225446,25.023311,1424262632439,44.551998
60.22521,25.025825,1424262644439,7.0
60.225343,25.025963,1424262658439,16.0
60.225248,25.026795,1424262691439,11.0
60.224877,25.033151,1424262885439,13.0
60.224425,25.033851,1424262921439,94.5
60.225269,25.028351,1424262935439,36.0
60.230115,25.040485,1424263129439,40.5
60.227167,25.037816,1424263156439,9.0
60.227969,25.038793,1424263215439,8.0
60.229196,25.038863,1424263229439,50.514999
60.234827,25.036072,1424263364439,1121.0
60.234827,25.036072,1424263410439,1121.0
60.234192,25.035449,1424263421439,993.0
60.234192,25.035449,1424263435439,993.0
60.234192,25.035449,1424263446439,993.0
60.234827,25.036072,1424263512439,1121.0
60.234827,25.036072,1424263559439,1121.0
60.234827,25.036072,1424263605439,1121.0
60.234192,25.035449,1424263616439,993.0
60.234192,25.035449,1424263627439,993.0
60.233363,25.033508,1424263831439,15.0
60.233805,25.033429,1424263858439,15.0
60.233938,25.030955,1424263975439,5.0
60.233742,25.031009,1424263989439,14.0
60.230132,25.016018,1424264156439,966.0
60.230022,25.015518,1424264174439,761.0
60.230132,25.016018,1424264331439,966.0
60.229032,25.022435,1424264449439,10.0
60.228953,25.022368,1424264464439,13.0
60.228404,25.02202,1424264513439,16.0
60.22831,25.022108,1424264527439,19.0
60.227015,25.021494,1424264543439,105.073997
60.226936,25.021445,1424264561439,75.944
60.226665,25.021352,1424264575439,48.453999
60.2272,25.021957,1424264650439,94.964996
60.228451,25.018199,1424264711439,191.453995
60.228443,25.017839,1424264757439,37.5
60.227899,25.014272,1424264783439,57.0
60.227554,25.014317,1424264817439,37.5
60.227541,25.014276,1424264831439,33.0
60.225963,25.012893,1424264999439,7.0
60.225685,25.012864,1424265013439,19.0
60.224817,25.013411,1424265049439,41.181
60.225114,25.012652,1424265059439,9.0
60.224844,25.01343,1424265077439,40.196999
60.224929,25.012633,1424265091439,8.0
60.22477,25.013227,1424265106439,14.0
60.224822,25.013374,1424265120439,17.0
60.224779,25.013235,1424265135439,18.0
60.224675,25.013187,1424265177439,43.632999
60.223776,24.994659,1424265224439,841.0
